game_name,game_genre,review,voted_up,timestamp_created,language,playtime_forever,review_clean,detected_language,review_english,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,vader_voted_match
Dragon Age Inquisition,RPG,"its really just an amazing game! the story, the gameplay...and the damn music i swear its perfect",True,2026-04-26 13:32:53,english,7150,"its really just an amazing game! the story, the gameplay...and the damn music i swear its perfect",english,"its really just an amazing game! the story, the gameplay...and the damn music i swear its perfect",0.156,0.521,0.323,0.7316,positive,1
Dragon Age Inquisition,RPG,"Adoro este juego, muy recomendable para los gamers que buscan acción, aventura y romance,",True,2026-04-26 07:59:29,spanish,202,"Adoro este juego, muy recomendable para los gamers que buscan acción, aventura y romance,",spanish,"I love this game, highly recommended for gamers looking for action, adventure and romance,",0.0,0.451,0.549,0.9041,positive,1
Dragon Age Inquisition,RPG,Fun combat. Good story. Easily worth the sale price.,True,2026-04-24 23:41:26,english,15747,Fun combat. Good story. Easily worth the sale price.,english,Fun combat. Good story. Easily worth the sale price.,0.142,0.237,0.621,0.7964,positive,1
Dragon Age Inquisition,RPG,"Первые часов 10 я думал что дропну игру, а потом как пошла возня, затянуло неплохо, но я там люто проебался, ♥♥♥♥♥ соратников ушло после финала, заново надо бы пройти по адекватному, но сначала хочется пройти первые две части, а потом и эту на платину.",True,2026-05-23 10:00:49,russian,4229,"Первые часов 10 я думал что дропну игру, а потом как пошла возня, затянуло неплохо, но я там люто проебался, соратников ушло после финала, заново надо бы пройти по адекватному, но сначала хочется пройти первые две части, а потом и эту на платину.",russian,"For the first 10 hours I thought I was going to drop the game, and then the fuss started, it dragged on pretty well, but I really fucked up there, my teammates left after the final, I should have gone through the adequate one again, but first I want to go through the first two parts, and then this one for platinum.",0.128,0.768,0.104,-0.5775,negative,0
Dragon Age Inquisition,RPG,"Too much dialogue. Too much random enemies spawn constantly and never stay dead.  Never knowing where to go. Perfect graphics but boring overall. enemies that take too many hits to kill, but they kill you very fast. Unbalanced leveling, a spider nest will one hit all of your group but a giant boss will barely do any damage to you. I didn't have much fun overall. Also very slow leveling, 5 real life hours = 1 level up.",False,2026-06-06 21:32:05,english,1641,"Too much dialogue. Too much random enemies spawn constantly and never stay dead. Never knowing where to go. Perfect graphics but boring overall. enemies that take too many hits to kill, but they kill you very fast. Unbalanced leveling, a spider nest will one hit all of your group but a giant boss will barely do any damage to you. I didn't have much fun overall. Also very slow leveling, 5 real life hours 1 level up.",english,"Too much dialogue. Too much random enemies spawn constantly and never stay dead. Never knowing where to go. Perfect graphics but boring overall. enemies that take too many hits to kill, but they kill you very fast. Unbalanced leveling, a spider nest will one hit all of your group but a giant boss will barely do any damage to you. I didn't have much fun overall. Also very slow leveling, 5 real life hours 1 level up.",0.292,0.664,0.045,-0.9823,negative,1
Dragon Age Inquisition,RPG,"A game that has aged so badly that it managed to copy Avenger's Infinity War and Endgame before it released five years later.

Starting on my list for going through GOTY hits, this was my first stop since it won Game of the Year in 2014. Now, I can't travel back in time and play this game for what it was like when it released, but playing it these days comes off mediocre at best and absolutely boring at worst. There is CRPG elements still at play here with it being RTWP combat, but man does it fail to earn that classification. This game is absolutely a single player MMO-styled RPG, and it's incredibly influenced by World of Warcraft.

Again, I'm gonna reiterate - this game is incredibly influenced by WoW. I mean that down to the definition of an MMO. There are repetitive junky side quests from glorified text boxes, there are tons of bloat weapons you'll be given as drops from killing enemies, you have an auto-attack button, you are dealing with MMO-style cooldowns and ability utilization. I do not mean this stuff in any positive way either, the game is incredibly boring cause of it. I also don't think this game's combat is truly fair, as it forces you to grind out some of these MMO sections to allow you to progress the story without being outscaled. A lot of players will mention the Hinterlands as the only real MMO part of the game, but I completely disagree. The combat is fundamentally WoW.

This game also has a feature called Table Operations, something where you are essentially placing one of your counsel to manage a conflict, scout an area, gather allies, etc. They'll pretty much be on a timer similar to what you'd see in something like Clash of Clans. They aren't as terrible as you would think initially, but ♥♥♥♥♥♥♥♥ do they get grating towards the middle of the game. 

So we know the gameplay is boring, we know the setting is okay (as a newcomer to this franchise), and that pretty much just leaves me with the most promising thing - the story.

I mean, honestly, I did not finish this game it was so boring. The story was probably incredible when it first came out but not only been done to death in modern media with the trope of ""gather allies to team up against the big bad guy"", you'll encounter a few interesting twists here and there (literal Endgame style quest in this), but otherwise there was not much keeping me hooked. The game assumes you know a lot about it's lore prior and there's tons of text jargon that looks AI written. Says a lot about the game's bloat and mediocre writing.

All I can say is I am glad to be done with this game, how it ended up getting GOTY is beyond me, especially when I look back at the competition and see it was competing with Dark Souls 2 and Shadow of Mordor. In my opinion, the GOTY for 2014 should've gone to DS2, not this.",False,2026-05-14 01:19:46,english,2148,"A game that has aged so badly that it managed to copy Avenger's Infinity War and Endgame before it released five years later. Starting on my list for going through GOTY hits, this was my first stop since it won Game of the Year in 2014. Now, I can't travel back in time and play this game for what it was like when it released, but playing it these days comes off mediocre at best and absolutely boring at worst. There is CRPG elements still at play here with it being RTWP combat, but man does it fail to earn that classification. This game is absolutely a single player MMO-styled RPG, and it's incredibly influenced by World of Warcraft. Again, I'm gonna reiterate - this game is incredibly influenced by WoW. I mean that down to the definition of an MMO. There are repetitive junky side quests from glorified text boxes, there are tons of bloat weapons you'll be given as drops from killing enemies, you have an auto-attack button, you are dealing with MMO-style cooldowns and ability utilization. I do not mean this stuff in any positive way either, the game is incredibly boring cause of it. I also don't think this game's combat is truly fair, as it forces you to grind out some of these MMO sections to allow you to progress the story without being outscaled. A lot of players will mention the Hinterlands as the only real MMO part of the game, but I completely disagree. The combat is fundamentally WoW. This game also has a feature called Table Operations, something where you are essentially placing one of your counsel to manage a conflict, scout an area, gather allies, etc. They'll pretty much be on a timer similar to what you'd see in something like Clash of Clans. They aren't as terrible as you would think initially, but do they get grating towards the middle of the game. So we know the gameplay is boring, we know the setting is okay (as a newcomer to this franchise), and that pretty much just leaves me with the most promising thing - the story. I mean, honestly, I did not finish this game it was so boring. The story was probably incredible when it first came out but not only been done to death in modern media with the trope of ""gather allies to team up against the big bad guy"", you'll encounter a few interesting twists here and there (literal Endgame style quest in this), but otherwise there was not much keeping me hooked. The game assumes you know a lot about it's lore prior and there's tons of text jargon that looks AI written. Says a lot about the game's bloat and mediocre writing. All I can say is I am glad to be done with this game, how it ended up getting GOTY is beyond me, especially when I look back at the competition and see it was competing with Dark Souls 2 and Shadow of Mordor. In my opinion, the GOTY for 2014 should've gone to DS2, not this.",english,"A game that has aged so badly that it managed to copy Avenger's Infinity War and Endgame before it released five years later. Starting on my list for going through GOTY hits, this was my first stop since it won Game of the Year in 2014. Now, I can't travel back in time and play this game for what it was like when it released, but playing it these days comes off mediocre at best and absolutely boring at worst. There is CRPG elements still at play here with it being RTWP combat, but man does it fail to earn that classification. This game is absolutely a single player MMO-styled RPG, and it's incredibly influenced by World of Warcraft. Again, I'm gonna reiterate - this game is incredibly influenced by WoW. I mean that down to the definition of an MMO. There are repetitive junky side quests from glorified text boxes, there are tons of bloat weapons you'll be given as drops from killing enemies, you have an auto-attack button, you are dealing with MMO-style cooldowns and ability utilization. I do not mean this stuff in any positive way either, the game is incredibly boring cause of it. I also don't think this game's combat is truly fair, as it forces you to grind out some of these MMO sections to allow you to progress the story without being outscaled. A lot of players will mention the Hinterlands as the only real MMO part of the game, but I completely disagree. The combat is fundamentally WoW. This game also has a feature called Table Operations, something where you are essentially placing one of your counsel to manage a conflict, scout an area, gather allies, etc. They'll pretty much be on a timer similar to what you'd see in something like Clash of Clans. They aren't as terrible as you would think initially, but do they get grating towards the middle of the game. So we know the gameplay is boring, we know the setting is okay (as a newcomer to this franchise), and that pretty much just leaves me with the most promising thing - the story. I mean, honestly, I did not finish this game it was so boring. The story was probably incredible when it first came out but not only been done to death in modern media with the trope of ""gather allies to team up against the big bad guy"", you'll encounter a few interesting twists here and there (literal Endgame style quest in this), but otherwise there was not much keeping me hooked. The game assumes you know a lot about it's lore prior and there's tons of text jargon that looks AI written. Says a lot about the game's bloat and mediocre writing. All I can say is I am glad to be done with this game, how it ended up getting GOTY is beyond me, especially when I look back at the competition and see it was competing with Dark Souls 2 and Shadow of Mordor. In my opinion, the GOTY for 2014 should've gone to DS2, not this.",0.12,0.744,0.136,0.8727,positive,0
Dragon Age Inquisition,RPG,Boring.  I quit after 10 hours.  Too much talking and wandering.  Even on casual the combat is too difficult and no fun.,False,2026-05-11 02:50:48,english,593,Boring. I quit after 10 hours. Too much talking and wandering. Even on casual the combat is too difficult and no fun.,english,Boring. I quit after 10 hours. Too much talking and wandering. Even on casual the combat is too difficult and no fun.,0.345,0.592,0.063,-0.7965,negative,1
Dragon Age Inquisition,RPG,"Создатели игры вообще предполагали, что в неё будут играть? Я просто в ♥♥♥♥ от управления, у меня от каждого действия камера на 360 крутиться, будто я на телефоне играю. Я пока пролог проходил уже чуть с ума не сошёл. Единственный плюс - можно создать рогатого усатого накаченного мужика с двойным подбородком и свисающими щеками. В остальном ♥♥♥♥♥",False,2026-05-10 11:28:27,russian,25,"Создатели игры вообще предполагали, что в неё будут играть? Я просто в от управления, у меня от каждого действия камера на 360 крутиться, будто я на телефоне играю. Я пока пролог проходил уже чуть с ума не сошёл. Единственный плюс - можно создать рогатого усатого накаченного мужика с двойным подбородком и свисающими щеками. В остальном",russian,"Did the creators of the game even imagine that it would be played? I’m just in awe of the controls, every action makes the camera rotate 360 ​​degrees, as if I’m playing on the phone. By the time I got through the prologue I was almost going crazy. The only plus is that you can create a horned, mustachioed, pumped-up man with a double chin and drooping cheeks. Otherwise",0.029,0.885,0.086,0.4902,positive,0
Dragon Age Inquisition,RPG,"The last game Bioware ever made (Anthem, Andromeda and Veilguard do not exist). It has exactly one redeeming character who by himself makes playing through the game worth it: Solas. I suggest playing this game and enjoying the plot and then pretending Veilguard never came out and ♥♥♥♥ all over it. That's what I did! 

Some people say it was the beginning of them ruining the Qun, but this is only true if you take Iron Bull, who is an idiot and a spy, at his word. I choose not to. 

The combat is bad, an upgrade from DA2 but a massive downgrade still from Origins. You will need to install a literal mod that lets you trigger companion banter to a keybind if you ever want to hear more than 0.1% of it. They recorded hours and hours of party banter and then some brainlet at bioware decided to have it trigger maybe once every 30-45 minutes in the base game.

We will never get a Dragon Age 4, and that's a good thing.",True,2026-06-07 07:21:22,english,6287,"The last game Bioware ever made (Anthem, Andromeda and Veilguard do not exist). It has exactly one redeeming character who by himself makes playing through the game worth it Solas. I suggest playing this game and enjoying the plot and then pretending Veilguard never came out and all over it. That's what I did! Some people say it was the beginning of them ruining the Qun, but this is only true if you take Iron Bull, who is an idiot and a spy, at his word. I choose not to. The combat is bad, an upgrade from DA2 but a massive downgrade still from Origins. You will need to install a literal mod that lets you trigger companion banter to a keybind if you ever want to hear more than 0.1 of it. They recorded hours and hours of party banter and then some brainlet at bioware decided to have it trigger maybe once every 30-45 minutes in the base game. We will never get a Dragon Age 4, and that's a good thing.",english,"The last game Bioware ever made (Anthem, Andromeda and Veilguard do not exist). It has exactly one redeeming character who by himself makes playing through the game worth it Solas. I suggest playing this game and enjoying the plot and then pretending Veilguard never came out and all over it. That's what I did! Some people say it was the beginning of them ruining the Qun, but this is only true if you take Iron Bull, who is an idiot and a spy, at his word. I choose not to. The combat is bad, an upgrade from DA2 but a massive downgrade still from Origins. You will need to install a literal mod that lets you trigger companion banter to a keybind if you ever want to hear more than 0.1 of it. They recorded hours and hours of party banter and then some brainlet at bioware decided to have it trigger maybe once every 30-45 minutes in the base game. We will never get a Dragon Age 4, and that's a good thing.",0.055,0.827,0.118,0.8098,positive,1
Dragon Age Inquisition,RPG,"No veo la necesidad de esta gente de mierda woke de hacer personajes tan ""LGBTQ"" es un a basura no lo recomiendo, te da asco y vomito jugar este juego por su contenido forzando lo ""inclusivo""",False,2026-06-02 07:07:22,spanish,1990,"No veo la necesidad de esta gente de mierda woke de hacer personajes tan ""LGBTQ"" es un a basura no lo recomiendo, te da asco y vomito jugar este juego por su contenido forzando lo ""inclusivo""",spanish,"I don't see the need for these shitty woke people to make such ""LGBTQ"" characters, it's garbage, I don't recommend it, it makes you sick and I vomit to play this game because of its content, forcing the ""inclusive""",0.194,0.754,0.052,-0.7657,negative,1
Dragon Age Inquisition,RPG,Худшая игра в серии.Жалко потраченных денег на этот нудный кусок мусора,False,2026-05-30 12:34:06,russian,1599,Худшая игра в серии.Жалко потраченных денег на этот нудный кусок мусора,russian,The worst game in the series. It's a pity to spend money on this boring piece of garbage,0.373,0.627,0.0,-0.837,negative,1
Dragon Age Inquisition,RPG,"Dragon Age Inquisition que fue GOTY 2014, me ha enganchado ahora jugando por primera vez en el año 2026, 12 años después de su lanzamiento. Es una obra maestra con la variedad de personajes y sus historias que se entrelazan con el argumento principal. Las gráficas son de muy buena caiidad y la dinámica de batallas es impresionante también. Recomendable para todos que no lo han jugado aún.",True,2026-05-23 18:39:36,spanish,6172,"Dragon Age Inquisition que fue GOTY 2014, me ha enganchado ahora jugando por primera vez en el año 2026, 12 años después de su lanzamiento. Es una obra maestra con la variedad de personajes y sus historias que se entrelazan con el argumento principal. Las gráficas son de muy buena caiidad y la dinámica de batallas es impresionante también. Recomendable para todos que no lo han jugado aún.",spanish,"Dragon Age Inquisition, which was GOTY 2014, has me hooked now by playing it for the first time in the year 2026, 12 years after its release. It is a masterpiece with the variety of characters and their stories that are intertwined with the main plot. The graphics are of very good quality and the battle dynamics are impressive as well. Recommended for everyone who hasn't played it yet.",0.081,0.7,0.218,0.8899,positive,1
Dragon Age Inquisition,RPG,"This has to be one of the worst games I've ever played. The game interface is HORRIBLE, the graphics are meh at best, and the story is a DISASTER. As a regular normal human, you can't play without noticing the DEI cancer applied to all the characters, companions, and story. It's almost like the developers sat down in a room and said ""Alright, let's try to make a really sh***y version of the Witcher with ugly companions""",False,2026-05-21 12:18:23,english,5976,"This has to be one of the worst games I've ever played. The game interface is HORRIBLE, the graphics are meh at best, and the story is a DISASTER. As a regular normal human, you can't play without noticing the DEI cancer applied to all the characters, companions, and story. It's almost like the developers sat down in a room and said ""Alright, let's try to make a really sh y version of the Witcher with ugly companions""",english,"This has to be one of the worst games I've ever played. The game interface is HORRIBLE, the graphics are meh at best, and the story is a DISASTER. As a regular normal human, you can't play without noticing the DEI cancer applied to all the characters, companions, and story. It's almost like the developers sat down in a room and said ""Alright, let's try to make a really sh y version of the Witcher with ugly companions""",0.237,0.657,0.106,-0.9371,negative,1
Dragon Age Inquisition,RPG,"My favorite Dragon Age Game. I know Origins is good but, I like the combat in this one better. You have the ability to fight more in a hack and slash style with the option to play in the more Dragon Age Origins style with the tactical overview. Best of both worlds!",True,2026-05-09 15:53:08,english,1630,"My favorite Dragon Age Game. I know Origins is good but, I like the combat in this one better. You have the ability to fight more in a hack and slash style with the option to play in the more Dragon Age Origins style with the tactical overview. Best of both worlds!",english,"My favorite Dragon Age Game. I know Origins is good but, I like the combat in this one better. You have the ability to fight more in a hack and slash style with the option to play in the more Dragon Age Origins style with the tactical overview. Best of both worlds!",0.123,0.565,0.312,0.933,positive,1
Dragon Age Inquisition,RPG,玩力竭了，我是喜欢通马桶游戏，但你这也太马桶了，,True,2026-05-27 18:59:41,schinese,3712,玩力竭了 我是喜欢通马桶游戏 但你这也太马桶了,schinese,"I'm exhausted. I like the toilet game, but this is too toilet-like.",0.13,0.741,0.13,0.0,neutral,0
Dragon Age Inquisition,RPG,什么玩意EA死活联不上，我买个正版干嘛放着看吗,False,2026-05-10 17:00:22,schinese,1273,什么玩意EA死活联不上 我买个正版干嘛放着看吗,schinese,What the hell is this? EA can't connect to it. Why should I just buy a genuine copy and watch it?,0.199,0.801,0.0,-0.7149,negative,1
Dragon Age Inquisition,RPG,"I CAN ENDURE THE BUGS
I GOT BLACK SCREEN AFTER COMPLETED THE TRAP IN WICKED EYES AND EICKED HEARTS
MY GAME CRASHED MIDFIGHT
BLACK SCREEN WHEN TALKING TO CULLEN 
EA POPPING UP WHEN STARTING THE GAME

BUT I DRAW THE LINE AT
I SPENT 50 HOURS JUST TO ♥♥♥♥♥♥♥ REALIZED SOLAS DOESNT DATE OUTSIDE HIS RACE 
WHAT THE ♥♥♥♥ ,DUDE
I NEED THAT EGG MAN
I PLAY CUS OF HIM
I ENDURE EVERYTHING CUZ OF HIM
I LET HIM HIT THOSE MAGES FOR ""SPIRITS""
YET, HE DOESNT LET ME HIT CUZ IM A QUNARI!!!!!!!!!!!!!!!!!!!!!!!
AN INQUISITOR 
QUNARIIIIIIIIIIIIIIIII
 HE COULD HAVE JUST TELL MEEEEEEEE
""OH I ONLY DATE A FEMALE ELVEN""

YOU CANNOT DO THIS TO ME
DO YOU KNOW HOW MUCH I SACRIFICED ,EA
DO YOU KNOW???????!!!!!!!!!!!!!!!",False,2026-05-09 16:43:04,english,8544,"I CAN ENDURE THE BUGS I GOT BLACK SCREEN AFTER COMPLETED THE TRAP IN WICKED EYES AND EICKED HEARTS MY GAME CRASHED MIDFIGHT BLACK SCREEN WHEN TALKING TO CULLEN EA POPPING UP WHEN STARTING THE GAME BUT I DRAW THE LINE AT I SPENT 50 HOURS JUST TO REALIZED SOLAS DOESNT DATE OUTSIDE HIS RACE WHAT THE ,DUDE I NEED THAT EGG MAN I PLAY CUS OF HIM I ENDURE EVERYTHING CUZ OF HIM I LET HIM HIT THOSE MAGES FOR ""SPIRITS"" YET, HE DOESNT LET ME HIT CUZ IM A QUNARI!!!!!!!!!!!!!!!!!!!!!!! AN INQUISITOR QUNARIIIIIIIIIIIIIIIII HE COULD HAVE JUST TELL MEEEEEEEE ""OH I ONLY DATE A FEMALE ELVEN"" YOU CANNOT DO THIS TO ME DO YOU KNOW HOW MUCH I SACRIFICED ,EA DO YOU KNOW???????!!!!!!!!!!!!!!!",english,"I CAN ENDURE THE BUGS I GOT BLACK SCREEN AFTER COMPLETED THE TRAP IN WICKED EYES AND EICKED HEARTS MY GAME CRASHED MIDFIGHT BLACK SCREEN WHEN TALKING TO CULLEN EA POPPING UP WHEN STARTING THE GAME BUT I DRAW THE LINE AT I SPENT 50 HOURS JUST TO REALIZED SOLAS DOESNT DATE OUTSIDE HIS RACE WHAT THE ,DUDE I NEED THAT EGG MAN I PLAY CUS OF HIM I ENDURE EVERYTHING CUZ OF HIM I LET HIM HIT THOSE MAGES FOR ""SPIRITS"" YET, HE DOESNT LET ME HIT CUZ IM A QUNARI!!!!!!!!!!!!!!!!!!!!!!! AN INQUISITOR QUNARIIIIIIIIIIIIIIIII HE COULD HAVE JUST TELL MEEEEEEEE ""OH I ONLY DATE A FEMALE ELVEN"" YOU CANNOT DO THIS TO ME DO YOU KNOW HOW MUCH I SACRIFICED ,EA DO YOU KNOW???????!!!!!!!!!!!!!!!",0.034,0.897,0.069,0.7757,positive,0
Dragon Age Inquisition,RPG,ヴェイルガードのせいでやりたくなっちゃたよ,True,2026-06-05 14:56:52,japanese,8426,ヴェイルガードのせいでやりたくなっちゃたよ,japanese,Veilguard made me want to play it.,0.0,0.575,0.425,0.4019,positive,1
Dragon Age Inquisition,RPG,Rogues and Mages and Swords!! Yippee!!,True,2026-06-05 22:33:38,english,4109,Rogues and Mages and Swords!! Yippee!!,english,Rogues and Mages and Swords!! Yippee!!,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,"A great game, played it several times and loved it.",True,2026-05-18 16:05:15,english,11491,"A great game, played it several times and loved it.",english,"A great game, played it several times and loved it.",0.0,0.402,0.598,0.886,positive,1
Dragon Age Inquisition,RPG,A fun game love the charactors and story,True,2026-05-22 02:13:55,english,657,A fun game love the charactors and story,english,A fun game love the charactors and story,0.0,0.444,0.556,0.8176,positive,1
Dragon Age Inquisition,RPG,"Dragon age inqustition might be a bit outdated with kinda mid to low quality and some bugs but the story and pacing is very good, especially the costumization and the the different ways you can shape your story into. 10/10 game i would recommend to anyone who likes a mix of both high and dark fantasy and a pacing thats not to fast nor to slow.",True,2026-05-19 15:41:18,english,6154,"Dragon age inqustition might be a bit outdated with kinda mid to low quality and some bugs but the story and pacing is very good, especially the costumization and the the different ways you can shape your story into. 10 10 game i would recommend to anyone who likes a mix of both high and dark fantasy and a pacing thats not to fast nor to slow.",english,"Dragon age inqustition might be a bit outdated with kinda mid to low quality and some bugs but the story and pacing is very good, especially the costumization and the the different ways you can shape your story into. 10 10 game i would recommend to anyone who likes a mix of both high and dark fantasy and a pacing thats not to fast nor to slow.",0.019,0.833,0.149,0.8961,positive,1
Dragon Age Inquisition,RPG,Bueno. Disfrutar cada minuto y que más decir. Es una obra de arte,True,2026-05-30 23:27:22,spanish,5247,Bueno. Disfrutar cada minuto y que más decir. Es una obra de arte,spanish,Well. Enjoy every minute and what else can I say. It's a work of art,0.0,0.71,0.29,0.6486,positive,1
Dragon Age Inquisition,RPG,"Игра шикарная. Боёвка, диалоги, персонажи на высоте!",True,2026-05-09 07:26:22,russian,2435,"Игра шикарная. Боёвка, диалоги, персонажи на высоте!",russian,"The game is great. The combat, dialogues, characters are top notch!",0.145,0.482,0.373,0.5848,positive,1
Dragon Age Inquisition,RPG,2014 de çıktığında vay anasını dedirtmişti. Al oyna pişman etmez.,True,2026-05-15 09:51:26,turkish,1454,2014 de çıktığında vay anasını dedirtmişti. Al oyna pişman etmez.,turkish,"It made me say wow when it came out in 2014. Buy it and play it, you won't regret it.",0.0,0.666,0.334,0.8192,positive,1
Dragon Age Inquisition,RPG,"i loved this game, absolutely sad the franchise appears ruined",True,2026-05-31 16:56:51,english,7745,"i loved this game, absolutely sad the franchise appears ruined",english,"i loved this game, absolutely sad the franchise appears ruined",0.373,0.402,0.224,-0.3804,negative,0
Dragon Age Inquisition,RPG,С коровьим  говном играть интереснее,False,2026-05-24 18:10:59,russian,488,С коровьим говном играть интереснее,russian,It's more fun to play with cow shit,0.242,0.337,0.421,0.3933,positive,0
Dragon Age Inquisition,RPG,"nicão:
xinga a EA ai que é um lixo
como pode ter uma empresa tão incompetente?

danizão: que isso? não pode falar assim

nicão:
aaaaaaaaaaaaaaaaaaaaaaaaaa manda a tela",False,2026-06-04 18:40:25,brazilian,508,nicão xinga a EA ai que é um lixo como pode ter uma empresa tão incompetente? danizão que isso? não pode falar assim nicão aaaaaaaaaaaaaaaaaaaaaaaaaa manda a tela,brazilian,"nicão curses EA, it's rubbish, how can a company be so incompetent? What harm is that? you can't talk like that aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa send the screen",0.317,0.683,0.0,-0.8814,negative,1
Dragon Age Inquisition,RPG,The DLCs wouldn't download no matter what I tried - not worth it.,False,2026-06-02 07:15:19,english,82,The DLCs wouldn't download no matter what I tried - not worth it.,english,The DLCs wouldn't download no matter what I tried - not worth it.,0.121,0.802,0.077,-0.1559,negative,1
Dragon Age Inquisition,RPG,This game is a classic. Must play. 10/10,True,2026-05-09 12:48:49,english,1846,This game is a classic. Must play. 10 10,english,This game is a classic. Must play. 10 10,0.0,0.769,0.231,0.34,positive,1
Dragon Age Inquisition,RPG,fena değil 7/10 hikaye güzel ama sunum bence zayıf,True,2026-05-16 20:49:06,turkish,851,fena değil 7 10 hikaye güzel ama sunum bence zayıf,turkish,not bad 7 10 the story is good but the presentation is weak in my opinion,0.186,0.627,0.187,-0.2441,negative,0
Dragon Age Inquisition,RPG,The EA App dont start the game!!!,True,2026-05-12 14:05:02,english,67,The EA App dont start the game!!!,english,The EA App dont start the game!!!,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,"I've tried very hard, but in the end, i got bored.",False,2026-05-10 12:10:10,english,4895,"I've tried very hard, but in the end, i got bored.",english,"I've tried very hard, but in the end, i got bored.",0.308,0.692,0.0,-0.4582,negative,1
Dragon Age Inquisition,RPG,Please make this compatible with the Steam Deck.,True,2026-05-16 16:35:14,english,12,Please make this compatible with the Steam Deck.,english,Please make this compatible with the Steam Deck.,0.0,0.753,0.247,0.3182,positive,1
Dragon Age Inquisition,RPG,game of the year every year in my house,True,2026-05-11 16:04:46,english,9235,game of the year every year in my house,english,game of the year every year in my house,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,"its fun, try it.",True,2026-05-15 16:16:07,english,4201,"its fun, try it.",english,"its fun, try it.",0.0,0.476,0.524,0.5106,positive,1
Dragon Age Inquisition,RPG,it's a GOTY for a reason,True,2026-05-13 01:48:07,english,3242,it's a GOTY for a reason,english,it's a GOTY for a reason,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,真神作真年度游戏,True,2026-05-10 15:28:28,schinese,23138,真神作真年度游戏,schinese,The real game of the year,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,Did not care for it,False,2026-05-16 17:18:04,english,213,Did not care for it,english,Did not care for it,0.396,0.604,0.0,-0.3875,negative,1
Dragon Age Inquisition,RPG,TOUT est bien dans ce jeu,True,2026-06-05 12:02:04,french,6972,TOUT est bien dans ce jeu,french,EVERYTHING is good in this game,0.0,0.633,0.367,0.4404,positive,1
Dragon Age Inquisition,RPG,"i love dragon age 1 ,2 and 3",True,2026-06-02 19:42:55,english,24035,"i love dragon age 1 ,2 and 3",english,"i love dragon age 1 ,2 and 3",0.0,0.625,0.375,0.6369,positive,1
Dragon Age Inquisition,RPG,awesome game.,True,2026-05-20 08:17:30,english,5958,awesome game.,english,awesome game.,0.0,0.196,0.804,0.6249,positive,1
Dragon Age Inquisition,RPG,Love it!,True,2026-05-17 14:52:41,german,23931,Love it!,german,Love it!,0.0,0.182,0.818,0.6696,positive,1
Dragon Age Inquisition,RPG,Perhaps I judged you too harshly,True,2026-05-29 16:10:33,english,3335,Perhaps I judged you too harshly,english,Perhaps I judged you too harshly,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,very grindy,False,2026-05-16 05:43:38,english,465,very grindy,english,very grindy,0.0,1.0,0.0,0.0,neutral,1
Dragon Age Inquisition,RPG,Fesselnd,True,2026-06-07 21:13:22,german,1463,Fesselnd,german,Captivating,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,♥♥♥♥♥ ♥♥♥♥♥ 4\10,False,2026-05-27 10:06:28,russian,690,4 10,russian,4 10,0.0,1.0,0.0,0.0,neutral,1
Dragon Age Inquisition,RPG,BOSSLARİN ANASINI SIKIYIM DELIRIYORUM,True,2026-05-27 13:36:53,turkish,3794,BOSSLARİN ANASINI SIKIYIM DELIRIYORUM,turkish,"I FUCK THE BOSSES' MOTHERS, I'M GOING CRAZY",0.496,0.504,0.0,-0.7096,negative,0
Dragon Age Inquisition,RPG,Peak in faction,True,2026-05-21 13:27:21,german,2982,Peak in faction,german,Peak in faction,0.0,1.0,0.0,0.0,neutral,0
Dragon Age Inquisition,RPG,I LIKE EVERYTHING,True,2026-05-19 08:33:02,english,6232,I LIKE EVERYTHING,english,I LIKE EVERYTHING,0.0,0.444,0.556,0.3612,positive,1
Dragon Age Inquisition,RPG,graphime histoire,True,2026-05-26 22:01:49,french,32288,graphime histoire,french,history graph,0.0,1.0,0.0,0.0,neutral,0
